,P.S1,P.C1,P.S2,P.C2,F.S1,F.C1,F.S2,F.C2,F.S3,F.C3,T.S4,T.C4,R.S5,R.C5,Rank,Winner
Player 2 Game 1749,Spades,9,Hearts,4,Spades,K,Clubs,J,Diamonds,K,Diamonds,8,Diamonds,J,Two Pair,0
Player 1 Game 1750,Clubs,4,Diamonds,3,Clubs,2,Spades,A,Hearts,9,Spades,J,Clubs,9,One Pair,0
Player 2 Game 1750,Hearts,2,Spades,9,Clubs,2,Spades,A,Hearts,9,Spades,J,Clubs,9,Full House,1
Player 1 Game 1751,Hearts,10,Clubs,6,Diamonds,2,Clubs,9,Spades,10,Spades,J,Clubs,10,Three of a Kind,1
Player 2 Game 1751,Hearts,2,Clubs,Q,Diamonds,2,Clubs,9,Spades,10,Spades,J,Clubs,10,Two Pair,0
Player 1 Game 1752,Spades,2,Clubs,4,Clubs,10,Hearts,7,Diamonds,4,Clubs,9,Spades,A,One Pair,0
Player 2 Game 1752,Diamonds,7,Hearts,Q,Clubs,10,Hearts,7,Diamonds,4,Clubs,9,Spades,A,One Pair,1
Player 1 Game 1753,Hearts,4,Hearts,6,Spades,A,Diamonds,10,Hearts,Q,Clubs,9,Hearts,10,One Pair,0
Player 2 Game 1753,Hearts,K,Diamonds,Q,Spades,A,Diamonds,10,Hearts,Q,Clubs,9,Hearts,10,Two Pair,1
Player 1 Game 1754,Hearts,4,Hearts,K,Clubs,8,Clubs,J,Spades,Q,Hearts,A,Spades,6,High Card,0
Player 2 Game 1754,Clubs,7,Hearts,8,Clubs,8,Clubs,J,Spades,Q,Hearts,A,Spades,6,Straight,1
Player 1 Game 1755,Clubs,A,Clubs,9,Spades,6,Clubs,8,Spades,10,Diamonds,10,Hearts,6,Two Pair,1
Player 2 Game 1755,Diamonds,4,Spades,9,Spades,6,Clubs,8,Spades,10,Diamonds,10,Hearts,6,Two Pair,0
Player 1 Game 1756,Spades,J,Clubs,6,Spades,9,Spades,K,Hearts,J,Diamonds,3,Spades,A,One Pair,0
Player 2 Game 1756,Spades,8,Spades,10,Spades,9,Spades,K,Hearts,J,Diamonds,3,Spades,A,Flush,1
Player 1 Game 1757,Clubs,7,Clubs,4,Hearts,K,Diamonds,K,Diamonds,6,Spades,A,Diamonds,J,One Pair,0
Player 2 Game 1757,Spades,5,Diamonds,8,Hearts,K,Diamonds,K,Diamonds,6,Spades,A,Diamonds,J,One Pair,1
Player 1 Game 1758,Hearts,4,Spades,Q,Spades,10,Hearts,5,Diamonds,6,Clubs,4,Diamonds,K,One Pair,1
Player 2 Game 1758,Spades,8,Clubs,J,Spades,10,Hearts,5,Diamonds,6,Clubs,4,Diamonds,K,High Card,0
Player 1 Game 1759,Clubs,9,Diamonds,5,Diamonds,7,Hearts,8,Clubs,5,Spades,7,Clubs,8,Two Pair,0
Player 2 Game 1759,Clubs,2,Clubs,3,Diamonds,7,Hearts,8,Clubs,5,Spades,7,Clubs,8,Straight,1
Player 1 Game 1760,Diamonds,3,Spades,8,Clubs,8,Hearts,10,Spades,3,Hearts,9,Clubs,5,Straight,1
Player 2 Game 1760,Hearts,2,Clubs,3,Clubs,8,Hearts,10,Spades,3,Hearts,9,Clubs,5,One Pair,0
Player 1 Game 1761,Diamonds,A,Spades,3,Clubs,7,Hearts,10,Diamonds,K,Clubs,A,Clubs,10,Two Pair,1
Player 2 Game 1761,Spades,Q,Spades,4,Clubs,7,Hearts,10,Diamonds,K,Clubs,A,Clubs,10,One Pair,0
Player 1 Game 1762,Diamonds,9,Diamonds,Q,Hearts,J,Hearts,A,Clubs,5,Hearts,5,Clubs,6,One Pair,0
Player 2 Game 1762,Diamonds,A,Hearts,10,Hearts,J,Hearts,A,Clubs,5,Hearts,5,Clubs,6,Two Pair,1
Player 1 Game 1763,Spades,2,Spades,9,Spades,8,Spades,5,Clubs,8,Clubs,3,Diamonds,3,Two Pair,2
Player 2 Game 1763,Diamonds,9,Hearts,7,Spades,8,Spades,5,Clubs,8,Clubs,3,Diamonds,3,Two Pair,2
Player 1 Game 1764,Spades,10,Hearts,6,Diamonds,4,Spades,K,Spades,4,Clubs,8,Clubs,9,One Pair,0
Player 2 Game 1764,Diamonds,J,Diamonds,Q,Diamonds,4,Spades,K,Spades,4,Clubs,8,Clubs,9,One Pair,1
Player 1 Game 1765,Spades,9,Spades,Q,Clubs,K,Hearts,A,Spades,6,Diamonds,K,Hearts,2,One Pair,0
Player 2 Game 1765,Hearts,9,Spades,J,Clubs,K,Hearts,A,Spades,6,Diamonds,K,Hearts,2,Straight,1
Player 1 Game 1766,Diamonds,7,Diamonds,6,Diamonds,10,Spades,K,Spades,9,Clubs,J,Spades,10,One Pair,0
Player 2 Game 1766,Clubs,8,Clubs,A,Diamonds,10,Spades,K,Spades,9,Clubs,J,Spades,10,One Pair,1
Player 1 Game 1767,Diamonds,4,Diamonds,K,Clubs,10,Clubs,3,Clubs,8,Spades,5,Diamonds,5,One Pair,0
Player 2 Game 1767,Clubs,4,Hearts,4,Clubs,10,Clubs,3,Clubs,8,Spades,5,Diamonds,5,Two Pair,1
Player 1 Game 1768,Diamonds,6,Clubs,9,Hearts,3,Diamonds,J,Hearts,9,Hearts,K,Spades,7,One Pair,1
Player 2 Game 1768,Diamonds,Q,Hearts,7,Hearts,3,Diamonds,J,Hearts,9,Hearts,K,Spades,7,One Pair,0
Player 1 Game 1769,Spades,3,Spades,7,Hearts,6,Clubs,5,Hearts,2,Diamonds,3,Diamonds,2,Straight,1
Player 2 Game 1769,Diamonds,Q,Spades,10,Hearts,6,Clubs,5,Hearts,2,Diamonds,3,Diamonds,2,One Pair,0
Player 1 Game 1770,Hearts,3,Diamonds,5,Diamonds,10,Clubs,5,Clubs,7,Spades,K,Hearts,4,One Pair,0
Player 2 Game 1770,Clubs,K,Diamonds,8,Diamonds,10,Clubs,5,Clubs,7,Spades,K,Hearts,4,One Pair,1
Player 1 Game 1771,Hearts,2,Clubs,A,Spades,6,Diamonds,10,Hearts,7,Clubs,2,Hearts,A,Two Pair,1
Player 2 Game 1771,Hearts,K,Hearts,6,Spades,6,Diamonds,10,Hearts,7,Clubs,2,Hearts,A,One Pair,0
Player 1 Game 1772,Diamonds,K,Hearts,3,Diamonds,4,Hearts,9,Spades,Q,Diamonds,J,Diamonds,Q,One Pair,0
Player 2 Game 1772,Clubs,3,Hearts,6,Diamonds,4,Hearts,9,Spades,Q,Diamonds,J,Diamonds,Q,Straight,1
Player 1 Game 1773,Clubs,4,Spades,3,Diamonds,K,Clubs,3,Clubs,A,Hearts,A,Hearts,5,Two Pair,0
Player 2 Game 1773,Spades,Q,Spades,7,Diamonds,K,Clubs,3,Clubs,A,Hearts,A,Hearts,5,Straight,1
Player 1 Game 1774,Clubs,Q,Spades,K,Hearts,J,Diamonds,4,Hearts,4,Clubs,5,Spades,5,Two Pair,1
Player 2 Game 1774,Spades,9,Spades,6,Hearts,J,Diamonds,4,Hearts,4,Clubs,5,Spades,5,Two Pair,0
Player 1 Game 1775,Diamonds,2,Hearts,10,Hearts,2,Hearts,5,Hearts,8,Diamonds,6,Hearts,6,Flush,1
Player 2 Game 1775,Clubs,3,Clubs,5,Hearts,2,Hearts,5,Hearts,8,Diamonds,6,Hearts,6,Straight,0
Player 1 Game 1776,Hearts,K,Spades,A,Clubs,7,Diamonds,Q,Diamonds,9,Hearts,A,Diamonds,K,Two Pair,1
Player 2 Game 1776,Diamonds,8,Hearts,6,Clubs,7,Diamonds,Q,Diamonds,9,Hearts,A,Diamonds,K,High Card,0
Player 1 Game 1777,Hearts,10,Spades,Q,Diamonds,K,Clubs,Q,Hearts,9,Diamonds,2,Hearts,2,Two Pair,2
Player 2 Game 1777,Diamonds,Q,Diamonds,6,Diamonds,K,Clubs,Q,Hearts,9,Diamonds,2,Hearts,2,Two Pair,2
Player 1 Game 1778,Spades,9,Hearts,K,Diamonds,9,Spades,A,Diamonds,K,Clubs,K,Hearts,7,Full House,1
Player 2 Game 1778,Clubs,8,Spades,2,Diamonds,9,Spades,A,Diamonds,K,Clubs,K,Hearts,7,One Pair,0
Player 1 Game 1779,Diamonds,10,Spades,K,Hearts,3,Clubs,2,Clubs,5,Spades,10,Diamonds,6,One Pair,1
Player 2 Game 1779,Clubs,Q,Clubs,9,Hearts,3,Clubs,2,Clubs,5,Spades,10,Diamonds,6,High Card,0
Player 1 Game 1780,Clubs,5,Clubs,K,Diamonds,6,Clubs,Q,Spades,J,Spades,Q,Hearts,3,One Pair,0
Player 2 Game 1780,Diamonds,K,Spades,9,Diamonds,6,Clubs,Q,Spades,J,Spades,Q,Hearts,3,Straight,1
Player 1 Game 1781,Clubs,9,Diamonds,4,Spades,J,Clubs,A,Clubs,2,Diamonds,9,Hearts,3,One Pair,1
Player 2 Game 1781,Spades,5,Diamonds,6,Spades,J,Clubs,A,Clubs,2,Diamonds,9,Hearts,3,High Card,0
Player 1 Game 1782,Spades,4,Spades,3,Diamonds,8,Clubs,5,Clubs,J,Hearts,5,Hearts,J,Two Pair,0
Player 2 Game 1782,Hearts,6,Spades,J,Diamonds,8,Clubs,5,Clubs,J,Hearts,5,Hearts,J,Full House,1
Player 1 Game 1783,Clubs,7,Spades,2,Diamonds,A,Spades,7,Hearts,J,Diamonds,Q,Diamonds,3,One Pair,0
Player 2 Game 1783,Spades,K,Clubs,10,Diamonds,A,Spades,7,Hearts,J,Diamonds,Q,Diamonds,3,Straight,1
Player 1 Game 1784,Spades,7,Diamonds,9,Spades,8,Diamonds,J,Hearts,9,Hearts,7,Clubs,K,Two Pair,1
Player 2 Game 1784,Spades,6,Clubs,3,Spades,8,Diamonds,J,Hearts,9,Hearts,7,Clubs,K,High Card,0
Player 1 Game 1785,Diamonds,6,Spades,4,Hearts,2,Spades,K,Spades,2,Diamonds,4,Spades,10,Two Pair,2
Player 2 Game 1785,Hearts,8,Hearts,4,Hearts,2,Spades,K,Spades,2,Diamonds,4,Spades,10,Two Pair,2
Player 1 Game 1786,Spades,3,Clubs,6,Diamonds,A,Clubs,9,Clubs,3,Diamonds,3,Clubs,10,Three of a Kind,1
Player 2 Game 1786,Hearts,4,Hearts,K,Diamonds,A,Clubs,9,Clubs,3,Diamonds,3,Clubs,10,One Pair,0
Player 1 Game 1787,Spades,A,Hearts,A,Hearts,K,Diamonds,2,Clubs,A,Diamonds,9,Hearts,Q,Three of a Kind,1
Player 2 Game 1787,Clubs,7,Hearts,5,Hearts,K,Diamonds,2,Clubs,A,Diamonds,9,Hearts,Q,High Card,0
Player 1 Game 1788,Clubs,4,Spades,3,Hearts,Q,Diamonds,Q,Spades,7,Spades,6,Hearts,6,Two Pair,0
Player 2 Game 1788,Clubs,K,Diamonds,10,Hearts,Q,Diamonds,Q,Spades,7,Spades,6,Hearts,6,Two Pair,1
Player 1 Game 1789,Spades,J,Spades,4,Hearts,J,Clubs,9,Diamonds,4,Clubs,10,Diamonds,5,Two Pair,0
Player 2 Game 1789,Diamonds,10,Hearts,2,Hearts,J,Clubs,9,Diamonds,4,Clubs,10,Diamonds,5,Straight,1
Player 1 Game 1790,Diamonds,2,Diamonds,J,Spades,J,Spades,7,Clubs,8,Clubs,7,Clubs,10,Two Pair,1
Player 2 Game 1790,Diamonds,10,Clubs,5,Spades,J,Spades,7,Clubs,8,Clubs,7,Clubs,10,Two Pair,0
Player 1 Game 1791,Clubs,10,Diamonds,2,Diamonds,K,Hearts,8,Hearts,2,Hearts,9,Clubs,8,Two Pair,0
Player 2 Game 1791,Spades,9,Spades,5,Diamonds,K,Hearts,8,Hearts,2,Hearts,9,Clubs,8,Two Pair,1
Player 1 Game 1792,Diamonds,9,Diamonds,J,Clubs,7,Hearts,7,Diamonds,A,Clubs,10,Hearts,9,Two Pair,0
Player 2 Game 1792,Spades,A,Diamonds,7,Clubs,7,Hearts,7,Diamonds,A,Clubs,10,Hearts,9,Full House,1
Player 1 Game 1793,Clubs,3,Clubs,Q,Diamonds,6,Spades,4,Clubs,5,Diamonds,J,Diamonds,4,One Pair,0
Player 2 Game 1793,Hearts,5,Spades,Q,Diamonds,6,Spades,4,Clubs,5,Diamonds,J,Diamonds,4,Two Pair,1
Player 1 Game 1794,Clubs,4,Clubs,A,Clubs,2,Diamonds,3,Hearts,9,Spades,Q,Spades,4,One Pair,1
Player 2 Game 1794,Clubs,J,Hearts,5,Clubs,2,Diamonds,3,Hearts,9,Spades,Q,Spades,4,High Card,0
Player 1 Game 1795,Diamonds,2,Clubs,10,Diamonds,5,Spades,9,Diamonds,10,Diamonds,6,Clubs,4,Straight,1
Player 2 Game 1795,Spades,2,Spades,3,Diamonds,5,Spades,9,Diamonds,10,Diamonds,6,Clubs,4,Straight,0
Player 1 Game 1796,Diamonds,Q,Clubs,J,Spades,9,Spades,A,Hearts,7,Clubs,7,Hearts,6,One Pair,0
Player 2 Game 1796,Clubs,9,Spades,8,Spades,9,Spades,A,Hearts,7,Clubs,7,Hearts,6,Two Pair,1
Player 1 Game 1797,Diamonds,8,Clubs,10,Diamonds,K,Diamonds,3,Clubs,Q,Spades,A,Diamonds,5,High Card,0
Player 2 Game 1797,Spades,4,Hearts,3,Diamonds,K,Diamonds,3,Clubs,Q,Spades,A,Diamonds,5,One Pair,1
Player 1 Game 1798,Spades,9,Clubs,A,Clubs,10,Clubs,3,Diamonds,5,Clubs,J,Clubs,2,Flush,1
Player 2 Game 1798,Hearts,J,Spades,4,Clubs,10,Clubs,3,Diamonds,5,Clubs,J,Clubs,2,One Pair,0
Player 1 Game 1799,Hearts,J,Hearts,2,Hearts,4,Hearts,6,Clubs,A,Diamonds,7,Spades,10,High Card,1
Player 2 Game 1799,Clubs,8,Hearts,3,Hearts,4,Hearts,6,Clubs,A,Diamonds,7,Spades,10,High Card,0
Player 1 Game 1800,Diamonds,2,Hearts,8,Spades,K,Spades,9,Clubs,8,Diamonds,10,Diamonds,Q,One Pair,0
Player 2 Game 1800,Hearts,4,Clubs,Q,Spades,K,Spades,9,Clubs,8,Diamonds,10,Diamonds,Q,One Pair,1
Player 1 Game 1801,Spades,J,Hearts,5,Diamonds,8,Diamonds,5,Hearts,3,Spades,3,Clubs,10,Two Pair,1
Player 2 Game 1801,Clubs,2,Clubs,4,Diamonds,8,Diamonds,5,Hearts,3,Spades,3,Clubs,10,One Pair,0
Player 1 Game 1802,Clubs,9,Clubs,3,Hearts,Q,Clubs,7,Hearts,A,Spades,7,Spades,2,One Pair,0
Player 2 Game 1802,Hearts,2,Hearts,7,Hearts,Q,Clubs,7,Hearts,A,Spades,7,Spades,2,Full House,1
Player 1 Game 1803,Clubs,7,Clubs,10,Diamonds,3,Spades,K,Clubs,J,Hearts,9,Hearts,7,One Pair,0
Player 2 Game 1803,Diamonds,A,Diamonds,7,Diamonds,3,Spades,K,Clubs,J,Hearts,9,Hearts,7,One Pair,1
Player 1 Game 1804,Clubs,Q,Diamonds,3,Diamonds,A,Hearts,3,Hearts,8,Clubs,4,Clubs,3,Three of a Kind,1
Player 2 Game 1804,Hearts,Q,Spades,5,Diamonds,A,Hearts,3,Hearts,8,Clubs,4,Clubs,3,One Pair,0
Player 1 Game 1805,Hearts,5,Spades,4,Clubs,7,Diamonds,4,Diamonds,8,Clubs,10,Diamonds,10,Straight,1
Player 2 Game 1805,Clubs,A,Spades,A,Clubs,7,Diamonds,4,Diamonds,8,Clubs,10,Diamonds,10,Two Pair,0
Player 1 Game 1806,Hearts,4,Clubs,5,Spades,K,Clubs,7,Spades,A,Hearts,8,Spades,7,One Pair,0
Player 2 Game 1806,Spades,9,Spades,10,Spades,K,Clubs,7,Spades,A,Hearts,8,Spades,7,Flush,1
Player 1 Game 1807,Spades,4,Clubs,5,Spades,7,Spades,2,Spades,8,Clubs,A,Clubs,2,One Pair,0
Player 2 Game 1807,Diamonds,3,Clubs,8,Spades,7,Spades,2,Spades,8,Clubs,A,Clubs,2,Two Pair,1
Player 1 Game 1808,Spades,6,Diamonds,4,Clubs,J,Hearts,9,Diamonds,Q,Diamonds,7,Diamonds,2,High Card,0
Player 2 Game 1808,Clubs,K,Hearts,3,Clubs,J,Hearts,9,Diamonds,Q,Diamonds,7,Diamonds,2,High Card,1
Player 1 Game 1809,Diamonds,9,Spades,6,Diamonds,Q,Clubs,8,Diamonds,4,Clubs,6,Hearts,5,One Pair,1
Player 2 Game 1809,Spades,J,Hearts,A,Diamonds,Q,Clubs,8,Diamonds,4,Clubs,6,Hearts,5,High Card,0
Player 1 Game 1810,Hearts,3,Spades,2,Spades,6,Clubs,10,Hearts,4,Spades,4,Hearts,9,One Pair,0
Player 2 Game 1810,Diamonds,A,Spades,K,Spades,6,Clubs,10,Hearts,4,Spades,4,Hearts,9,One Pair,1
Player 1 Game 1811,Spades,J,Clubs,Q,Diamonds,K,Hearts,7,Clubs,9,Spades,3,Diamonds,A,High Card,0
Player 2 Game 1811,Spades,2,Diamonds,3,Diamonds,K,Hearts,7,Clubs,9,Spades,3,Diamonds,A,One Pair,1
Player 1 Game 1812,Hearts,3,Clubs,J,Spades,6,Spades,3,Clubs,6,Clubs,K,Diamonds,3,Full House,1
Player 2 Game 1812,Spades,8,Spades,4,Spades,6,Spades,3,Clubs,6,Clubs,K,Diamonds,3,Two Pair,0
Player 1 Game 1813,Clubs,A,Hearts,7,Clubs,K,Spades,A,Hearts,K,Hearts,6,Diamonds,6,Two Pair,0
Player 2 Game 1813,Clubs,6,Clubs,5,Clubs,K,Spades,A,Hearts,K,Hearts,6,Diamonds,6,Full House,1
Player 1 Game 1814,Hearts,Q,Spades,9,Hearts,A,Diamonds,9,Clubs,5,Diamonds,7,Diamonds,10,Straight,2
Player 2 Game 1814,Hearts,9,Clubs,3,Hearts,A,Diamonds,9,Clubs,5,Diamonds,7,Diamonds,10,Straight,2
Player 1 Game 1815,Diamonds,2,Clubs,3,Spades,5,Spades,Q,Hearts,6,Hearts,3,Spades,6,Two Pair,1
Player 2 Game 1815,Hearts,9,Spades,J,Spades,5,Spades,Q,Hearts,6,Hearts,3,Spades,6,One Pair,0
Player 1 Game 1816,Hearts,Q,Clubs,3,Hearts,K,Hearts,8,Clubs,2,Hearts,5,Clubs,K,One Pair,0
Player 2 Game 1816,Clubs,10,Spades,5,Hearts,K,Hearts,8,Clubs,2,Hearts,5,Clubs,K,Two Pair,1
Player 1 Game 1817,Hearts,3,Clubs,K,Hearts,A,Spades,2,Diamonds,2,Clubs,5,Diamonds,8,One Pair,0
Player 2 Game 1817,Clubs,A,Diamonds,Q,Hearts,A,Spades,2,Diamonds,2,Clubs,5,Diamonds,8,Two Pair,1
Player 1 Game 1818,Clubs,3,Diamonds,6,Clubs,9,Clubs,K,Clubs,10,Spades,3,Hearts,10,Two Pair,1
Player 2 Game 1818,Hearts,5,Spades,Q,Clubs,9,Clubs,K,Clubs,10,Spades,3,Hearts,10,One Pair,0
Player 1 Game 1819,Spades,7,Spades,J,Hearts,3,Diamonds,7,Diamonds,9,Hearts,7,Hearts,Q,Three of a Kind,1
Player 2 Game 1819,Hearts,4,Diamonds,A,Hearts,3,Diamonds,7,Diamonds,9,Hearts,7,Hearts,Q,One Pair,0
Player 1 Game 1820,Diamonds,Q,Hearts,5,Clubs,A,Hearts,K,Hearts,2,Hearts,J,Spades,5,One Pair,1
Player 2 Game 1820,Spades,9,Diamonds,2,Clubs,A,Hearts,K,Hearts,2,Hearts,J,Spades,5,One Pair,0
Player 1 Game 1821,Spades,J,Diamonds,9,Hearts,10,Spades,5,Hearts,5,Clubs,3,Clubs,10,Straight,1
Player 2 Game 1821,Spades,A,Hearts,2,Hearts,10,Spades,5,Hearts,5,Clubs,3,Clubs,10,Two Pair,0
Player 1 Game 1822,Hearts,4,Clubs,10,Diamonds,6,Spades,3,Spades,4,Clubs,J,Clubs,Q,One Pair,0
Player 2 Game 1822,Spades,6,Spades,K,Diamonds,6,Spades,3,Spades,4,Clubs,J,Clubs,Q,One Pair,1
Player 1 Game 1823,Spades,J,Clubs,6,Diamonds,9,Spades,3,Spades,6,Diamonds,4,Hearts,4,Two Pair,0
Player 2 Game 1823,Spades,4,Spades,A,Diamonds,9,Spades,3,Spades,6,Diamonds,4,Hearts,4,Three of a Kind,1
Player 1 Game 1824,Hearts,4,Hearts,8,Clubs,10,Hearts,10,Hearts,K,Spades,3,Spades,4,Two Pair,1
Player 2 Game 1824,Hearts,6,Hearts,7,Clubs,10,Hearts,10,Hearts,K,Spades,3,Spades,4,One Pair,0
Player 1 Game 1825,Clubs,3,Clubs,6,Diamonds,10,Diamonds,6,Clubs,Q,Spades,2,Spades,5,One Pair,1
Player 2 Game 1825,Spades,K,Hearts,5,Diamonds,10,Diamonds,6,Clubs,Q,Spades,2,Spades,5,One Pair,0
Player 1 Game 1826,Diamonds,7,Diamonds,5,Hearts,K,Diamonds,10,Diamonds,9,Hearts,7,Hearts,J,One Pair,1
Player 2 Game 1826,Diamonds,4,Hearts,2,Hearts,K,Diamonds,10,Diamonds,9,Hearts,7,Hearts,J,High Card,0
Player 1 Game 1827,Hearts,9,Spades,K,Hearts,10,Clubs,J,Clubs,4,Diamonds,7,Clubs,9,One Pair,1
Player 2 Game 1827,Diamonds,2,Clubs,Q,Hearts,10,Clubs,J,Clubs,4,Diamonds,7,Clubs,9,High Card,0
Player 1 Game 1828,Hearts,6,Clubs,K,Clubs,8,Diamonds,8,Clubs,J,Clubs,3,Clubs,4,Flush,1
Player 2 Game 1828,Spades,7,Hearts,A,Clubs,8,Diamonds,8,Clubs,J,Clubs,3,Clubs,4,Straight,0
Player 1 Game 1829,Spades,6,Hearts,K,Spades,8,Clubs,7,Hearts,3,Clubs,3,Hearts,J,One Pair,0
Player 2 Game 1829,Diamonds,A,Diamonds,8,Spades,8,Clubs,7,Hearts,3,Clubs,3,Hearts,J,Two Pair,1
Player 1 Game 1830,Clubs,Q,Diamonds,Q,Spades,6,Spades,Q,Hearts,J,Hearts,9,Spades,8,Three of a Kind,0
Player 2 Game 1830,Clubs,K,Hearts,10,Spades,6,Spades,Q,Hearts,J,Hearts,9,Spades,8,Straight,1
Player 1 Game 1831,Spades,K,Hearts,4,Diamonds,K,Clubs,2,Diamonds,5,Diamonds,Q,Hearts,8,One Pair,1
Player 2 Game 1831,Clubs,Q,Diamonds,9,Diamonds,K,Clubs,2,Diamonds,5,Diamonds,Q,Hearts,8,One Pair,0
Player 1 Game 1832,Spades,7,Clubs,Q,Clubs,10,Hearts,A,Hearts,5,Clubs,4,Hearts,7,One Pair,1
Player 2 Game 1832,Clubs,J,Diamonds,Q,Clubs,10,Hearts,A,Hearts,5,Clubs,4,Hearts,7,High Card,0
Player 1 Game 1833,Diamonds,4,Hearts,8,Spades,4,Spades,9,Hearts,6,Clubs,J,Diamonds,8,Straight,1
Player 2 Game 1833,Spades,6,Hearts,Q,Spades,4,Spades,9,Hearts,6,Clubs,J,Diamonds,8,One Pair,0
Player 1 Game 1834,Clubs,5,Spades,6,Clubs,2,Hearts,2,Spades,2,Diamonds,5,Hearts,A,Full House,1
Player 2 Game 1834,Hearts,8,Hearts,4,Clubs,2,Hearts,2,Spades,2,Diamonds,5,Hearts,A,Straight,0
Player 1 Game 1835,Hearts,5,Spades,A,Diamonds,2,Clubs,7,Diamonds,K,Diamonds,9,Spades,8,High Card,0
Player 2 Game 1835,Hearts,7,Spades,10,Diamonds,2,Clubs,7,Diamonds,K,Diamonds,9,Spades,8,One Pair,1
Player 1 Game 1836,Hearts,K,Clubs,K,Clubs,10,Spades,6,Hearts,A,Clubs,6,Spades,K,Full House,1
Player 2 Game 1836,Diamonds,3,Spades,7,Clubs,10,Spades,6,Hearts,A,Clubs,6,Spades,K,One Pair,0
Player 1 Game 1837,Spades,6,Hearts,9,Spades,Q,Clubs,3,Spades,8,Spades,J,Hearts,J,Straight,1
Player 2 Game 1837,Clubs,Q,Clubs,6,Spades,Q,Clubs,3,Spades,8,Spades,J,Hearts,J,Two Pair,0
Player 1 Game 1838,Clubs,K,Diamonds,9,Clubs,6,Clubs,9,Clubs,8,Hearts,J,Spades,8,Straight,1
Player 2 Game 1838,Spades,5,Diamonds,4,Clubs,6,Clubs,9,Clubs,8,Hearts,J,Spades,8,One Pair,0
Player 1 Game 1839,Hearts,A,Diamonds,5,Diamonds,2,Clubs,Q,Clubs,7,Diamonds,4,Clubs,9,High Card,0
Player 2 Game 1839,Clubs,6,Diamonds,6,Diamonds,2,Clubs,Q,Clubs,7,Diamonds,4,Clubs,9,Straight,1
Player 1 Game 1840,Clubs,4,Clubs,10,Clubs,5,Spades,Q,Diamonds,4,Clubs,9,Hearts,6,One Pair,0
Player 2 Game 1840,Hearts,10,Spades,9,Clubs,5,Spades,Q,Diamonds,4,Clubs,9,Hearts,6,One Pair,1
Player 1 Game 1841,Hearts,Q,Hearts,A,Diamonds,6,Spades,2,Spades,9,Diamonds,A,Clubs,A,Three of a Kind,0
Player 2 Game 1841,Spades,A,Hearts,6,Diamonds,6,Spades,2,Spades,9,Diamonds,A,Clubs,A,Full House,1
Player 1 Game 1842,Spades,J,Hearts,3,Diamonds,2,Diamonds,8,Hearts,8,Spades,2,Hearts,4,Two Pair,0
Player 2 Game 1842,Spades,5,Spades,4,Diamonds,2,Diamonds,8,Hearts,8,Spades,2,Hearts,4,Two Pair,1
Player 1 Game 1843,Spades,9,Diamonds,10,Clubs,6,Hearts,Q,Clubs,5,Hearts,10,Clubs,8,One Pair,1
Player 2 Game 1843,Hearts,8,Spades,4,Clubs,6,Hearts,Q,Clubs,5,Hearts,10,Clubs,8,One Pair,0
Player 1 Game 1844,Hearts,8,Hearts,9,Clubs,J,Spades,A,Spades,Q,Hearts,7,Spades,2,High Card,0
Player 2 Game 1844,Clubs,3,Diamonds,J,Clubs,J,Spades,A,Spades,Q,Hearts,7,Spades,2,One Pair,1
Player 1 Game 1845,Diamonds,8,Hearts,Q,Diamonds,6,Clubs,2,Spades,J,Diamonds,7,Spades,10,High Card,1
Player 2 Game 1845,Spades,5,Hearts,4,Diamonds,6,Clubs,2,Spades,J,Diamonds,7,Spades,10,High Card,0
Player 1 Game 1846,Hearts,4,Spades,Q,Hearts,5,Spades,10,Spades,K,Clubs,3,Spades,8,High Card,0
Player 2 Game 1846,Clubs,8,Clubs,9,Hearts,5,Spades,10,Spades,K,Clubs,3,Spades,8,Straight,1
Player 1 Game 1847,Spades,4,Diamonds,Q,Diamonds,6,Diamonds,5,Clubs,3,Hearts,10,Hearts,9,High Card,0
Player 2 Game 1847,Clubs,4,Spades,3,Diamonds,6,Diamonds,5,Clubs,3,Hearts,10,Hearts,9,One Pair,1
Player 1 Game 1848,Hearts,8,Diamonds,2,Clubs,Q,Diamonds,5,Diamonds,7,Diamonds,6,Diamonds,4,Flush,0
Player 2 Game 1848,Diamonds,9,Spades,8,Clubs,Q,Diamonds,5,Diamonds,7,Diamonds,6,Diamonds,4,Flush,1
Player 1 Game 1849,Hearts,5,Hearts,2,Clubs,2,Diamonds,4,Clubs,10,Spades,9,Clubs,7,One Pair,0
Player 2 Game 1849,Diamonds,9,Spades,K,Clubs,2,Diamonds,4,Clubs,10,Spades,9,Clubs,7,One Pair,1
Player 1 Game 1850,Spades,J,Diamonds,2,Hearts,Q,Clubs,2,Diamonds,7,Diamonds,8,Diamonds,3,One Pair,1
Player 2 Game 1850,Clubs,A,Clubs,5,Hearts,Q,Clubs,2,Diamonds,7,Diamonds,8,Diamonds,3,High Card,0
Player 1 Game 1851,Hearts,Q,Spades,3,Clubs,2,Spades,5,Hearts,9,Spades,2,Clubs,4,One Pair,0
Player 2 Game 1851,Diamonds,K,Clubs,K,Clubs,2,Spades,5,Hearts,9,Spades,2,Clubs,4,Two Pair,1
Player 1 Game 1852,Clubs,K,Spades,4,Hearts,A,Clubs,2,Hearts,K,Diamonds,10,Hearts,5,One Pair,1
